objectId,fall_year,vid_id,ACL,bludger_count,time,updatedAt,author_id,stat_name,player_in_id,player_id,createdAt,team_id,position
8nyU1Zh5ri,2016,F_Q-kkiIVdQ,null,,908,Tue Nov 08 2016 17:56:34 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,zZn43rvZlb,Tue Nov 08 2016 17:56:34 GMT-0600 (Central Standard Time),72aC65hDVy,
TnqbSDUFsA,2016,F_Q-kkiIVdQ,null,,908,Tue Nov 08 2016 17:56:34 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 17:56:34 GMT-0600 (Central Standard Time),W06rDSVYXw,
aLpAIwLAor,2016,F_Q-kkiIVdQ,null,,909,Tue Nov 08 2016 17:56:51 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gamePause,,,Tue Nov 08 2016 17:56:51 GMT-0600 (Central Standard Time),,
lqOIBrZwM7,2016,F_Q-kkiIVdQ,null,,909,Tue Nov 08 2016 17:56:52 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gamePause,,,Tue Nov 08 2016 17:56:52 GMT-0600 (Central Standard Time),,
SK8SqMTQOr,2016,F_Q-kkiIVdQ,null,,933,Tue Nov 08 2016 17:57:02 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gameStart,,,Tue Nov 08 2016 17:57:02 GMT-0600 (Central Standard Time),,
h47gWLkUIn,2016,F_Q-kkiIVdQ,null,,933,Tue Nov 08 2016 17:57:02 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gameStart,,,Tue Nov 08 2016 17:57:02 GMT-0600 (Central Standard Time),,
OrJtQSYNjC,2016,F_Q-kkiIVdQ,null,,954,Tue Nov 08 2016 17:57:23 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,,Tue Nov 08 2016 17:57:23 GMT-0600 (Central Standard Time),W06rDSVYXw,
4bTzqPIN4F_out,2016,F_Q-kkiIVdQ,null,,960,Tue Nov 08 2016 17:58:17 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,IzRiCkJapn,Tue Nov 08 2016 17:58:17 GMT-0600 (Central Standard Time),72aC65hDVy,
4bTzqPIN4F_in,2016,F_Q-kkiIVdQ,null,,960,Tue Nov 08 2016 17:58:17 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,yJNLpStfbI,Tue Nov 08 2016 17:58:17 GMT-0600 (Central Standard Time),72aC65hDVy,
4dR0cT5y3z_out,2016,F_Q-kkiIVdQ,null,,960,Tue Nov 08 2016 17:58:12 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,zZn43rvZlb,Tue Nov 08 2016 17:58:12 GMT-0600 (Central Standard Time),72aC65hDVy,
4dR0cT5y3z_in,2016,F_Q-kkiIVdQ,null,,960,Tue Nov 08 2016 17:58:12 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,hdW2UolblP,Tue Nov 08 2016 17:58:12 GMT-0600 (Central Standard Time),72aC65hDVy,
8t1fpHJZqp,2016,F_Q-kkiIVdQ,null,,970,Tue Nov 08 2016 17:58:40 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Tue Nov 08 2016 17:58:40 GMT-0600 (Central Standard Time),W06rDSVYXw,
Endzh2ovK5,2016,F_Q-kkiIVdQ,null,,973,Tue Nov 08 2016 17:58:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Tue Nov 08 2016 17:58:44 GMT-0600 (Central Standard Time),72aC65hDVy,
7sHmE8ff5n_out,2016,F_Q-kkiIVdQ,null,,980,Tue Nov 08 2016 18:10:28 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,ayUib5fZuR,Tue Nov 08 2016 18:10:28 GMT-0600 (Central Standard Time),72aC65hDVy,
7sHmE8ff5n_in,2016,F_Q-kkiIVdQ,null,,980,Tue Nov 08 2016 18:10:28 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,qfOVFUW4gU,Tue Nov 08 2016 18:10:28 GMT-0600 (Central Standard Time),72aC65hDVy,
lfPsfYrtqC,2016,F_Q-kkiIVdQ,null,,987,Tue Nov 08 2016 17:59:07 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,AgJAMYYdpK,Tue Nov 08 2016 17:59:07 GMT-0600 (Central Standard Time),72aC65hDVy,
tnDt4ES4iu_out,2016,F_Q-kkiIVdQ,null,,1003,Tue Nov 08 2016 17:59:46 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,LOm1LOSK9B,Tue Nov 08 2016 17:59:46 GMT-0600 (Central Standard Time),72aC65hDVy,
tnDt4ES4iu_in,2016,F_Q-kkiIVdQ,null,,1003,Tue Nov 08 2016 17:59:46 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,jtCdq2EWML,Tue Nov 08 2016 17:59:46 GMT-0600 (Central Standard Time),72aC65hDVy,
pCMXqALwYz,2016,F_Q-kkiIVdQ,null,,1025,Tue Nov 08 2016 18:02:21 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,hdW2UolblP,Tue Nov 08 2016 18:02:21 GMT-0600 (Central Standard Time),72aC65hDVy,
pRReXhBoRo,2016,F_Q-kkiIVdQ,null,,1025,Tue Nov 08 2016 18:02:21 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:02:21 GMT-0600 (Central Standard Time),W06rDSVYXw,
quk88CAs7L,2016,F_Q-kkiIVdQ,null,,1025,Tue Nov 08 2016 18:02:19 GMT-0600 (Central Standard Time),nwlMkrbCJ9,assist,,AgJAMYYdpK,Tue Nov 08 2016 18:02:19 GMT-0600 (Central Standard Time),72aC65hDVy,
UceBvb9QJb,2016,F_Q-kkiIVdQ,null,,1047,Tue Nov 08 2016 18:02:52 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Tue Nov 08 2016 18:02:52 GMT-0600 (Central Standard Time),W06rDSVYXw,
plSzReX8n1,2016,F_Q-kkiIVdQ,null,,1076,Tue Nov 08 2016 18:03:18 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,,Tue Nov 08 2016 18:03:18 GMT-0600 (Central Standard Time),W06rDSVYXw,
9lo77SFoW4_out,2016,F_Q-kkiIVdQ,null,,1086,Tue Nov 08 2016 18:03:40 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,yJNLpStfbI,Tue Nov 08 2016 18:03:40 GMT-0600 (Central Standard Time),72aC65hDVy,
9lo77SFoW4_in,2016,F_Q-kkiIVdQ,null,,1086,Tue Nov 08 2016 18:03:40 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,vPhV9jXeuV,Tue Nov 08 2016 18:03:40 GMT-0600 (Central Standard Time),72aC65hDVy,
JYeI7UDNpd_out,2016,F_Q-kkiIVdQ,null,,1086,Tue Nov 08 2016 18:03:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,jtCdq2EWML,Tue Nov 08 2016 18:03:44 GMT-0600 (Central Standard Time),72aC65hDVy,
JYeI7UDNpd_in,2016,F_Q-kkiIVdQ,null,,1086,Tue Nov 08 2016 18:03:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,G3nNSLEziD,Tue Nov 08 2016 18:03:44 GMT-0600 (Central Standard Time),72aC65hDVy,
czI6EEML8X_out,2016,F_Q-kkiIVdQ,null,,1086,Tue Nov 08 2016 18:03:58 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,HCUHlfP7mQ,Tue Nov 08 2016 18:03:58 GMT-0600 (Central Standard Time),72aC65hDVy,
czI6EEML8X_in,2016,F_Q-kkiIVdQ,null,,1086,Tue Nov 08 2016 18:03:58 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,kfvNmbHjTI,Tue Nov 08 2016 18:03:58 GMT-0600 (Central Standard Time),72aC65hDVy,
RTeqNXq71D,2016,F_Q-kkiIVdQ,null,,1104,Tue Nov 08 2016 18:04:12 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gamePause,,,Tue Nov 08 2016 18:04:12 GMT-0600 (Central Standard Time),,
eMlVZRpBJV,2016,F_Q-kkiIVdQ,null,,1104,Tue Nov 08 2016 18:04:12 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gamePause,,,Tue Nov 08 2016 18:04:12 GMT-0600 (Central Standard Time),,
jMADuSISiD,2016,F_Q-kkiIVdQ,null,,1111,Tue Nov 08 2016 18:04:21 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gameStart,,,Tue Nov 08 2016 18:04:21 GMT-0600 (Central Standard Time),,
sDMBxrmmDA,2016,F_Q-kkiIVdQ,null,,1111,Tue Nov 08 2016 18:04:22 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gameStart,,,Tue Nov 08 2016 18:04:22 GMT-0600 (Central Standard Time),,
9A9ajn1gTr,2016,F_Q-kkiIVdQ,null,,1135,Tue Nov 08 2016 18:07:30 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,hdW2UolblP,Tue Nov 08 2016 18:07:30 GMT-0600 (Central Standard Time),72aC65hDVy,
T4pX3czwnn,2016,F_Q-kkiIVdQ,null,,1171,Tue Nov 08 2016 18:10:45 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,,Tue Nov 08 2016 18:10:45 GMT-0600 (Central Standard Time),W06rDSVYXw,
1QUmFYqNkW_out,2016,F_Q-kkiIVdQ,null,,1179,Tue Nov 08 2016 18:10:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,AgJAMYYdpK,Tue Nov 08 2016 18:10:59 GMT-0600 (Central Standard Time),72aC65hDVy,
1QUmFYqNkW_in,2016,F_Q-kkiIVdQ,null,,1179,Tue Nov 08 2016 18:10:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,0VOQW5HECu,Tue Nov 08 2016 18:10:59 GMT-0600 (Central Standard Time),72aC65hDVy,
9eKwvC7rEs,2016,F_Q-kkiIVdQ,null,,1202,Tue Nov 08 2016 18:12:45 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:12:45 GMT-0600 (Central Standard Time),W06rDSVYXw,
HbwJNBUYvL,2016,F_Q-kkiIVdQ,null,,1202,Tue Nov 08 2016 18:12:42 GMT-0600 (Central Standard Time),nwlMkrbCJ9,assist,,G3nNSLEziD,Tue Nov 08 2016 18:12:42 GMT-0600 (Central Standard Time),72aC65hDVy,
RKZJsHO8Jc,2016,F_Q-kkiIVdQ,null,,1202,Tue Nov 08 2016 18:12:46 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,hdW2UolblP,Tue Nov 08 2016 18:12:46 GMT-0600 (Central Standard Time),72aC65hDVy,
gQ6gBjdG32,2016,F_Q-kkiIVdQ,null,,1240,Tue Nov 08 2016 18:14:18 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,,Tue Nov 08 2016 18:14:18 GMT-0600 (Central Standard Time),W06rDSVYXw,
J6PNdMQJFj_out,2016,F_Q-kkiIVdQ,null,,1248,Tue Nov 08 2016 18:16:34 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,hdW2UolblP,Tue Nov 08 2016 18:16:34 GMT-0600 (Central Standard Time),72aC65hDVy,
J6PNdMQJFj_in,2016,F_Q-kkiIVdQ,null,,1248,Tue Nov 08 2016 18:16:34 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,RY9uvxgIjJ,Tue Nov 08 2016 18:16:34 GMT-0600 (Central Standard Time),72aC65hDVy,
fgtuUg122P_out,2016,F_Q-kkiIVdQ,null,,1248,Tue Nov 08 2016 18:16:29 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,vPhV9jXeuV,Tue Nov 08 2016 18:16:29 GMT-0600 (Central Standard Time),72aC65hDVy,
fgtuUg122P_in,2016,F_Q-kkiIVdQ,null,,1248,Tue Nov 08 2016 18:16:29 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,zZn43rvZlb,Tue Nov 08 2016 18:16:29 GMT-0600 (Central Standard Time),72aC65hDVy,
uLY2Pr5gEX_out,2016,F_Q-kkiIVdQ,null,,1248,Tue Nov 08 2016 18:16:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,G3nNSLEziD,Tue Nov 08 2016 18:16:32 GMT-0600 (Central Standard Time),72aC65hDVy,
uLY2Pr5gEX_in,2016,F_Q-kkiIVdQ,null,,1248,Tue Nov 08 2016 18:16:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,LOm1LOSK9B,Tue Nov 08 2016 18:16:32 GMT-0600 (Central Standard Time),72aC65hDVy,
5wTQ7i87HH_in,2016,F_Q-kkiIVdQ,null,,1251,Tue Nov 08 2016 18:15:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,WhkylFmkr7,Tue Nov 08 2016 18:15:32 GMT-0600 (Central Standard Time),72aC65hDVy,seeker
HFwTPh0Gp3_out,2016,F_Q-kkiIVdQ,null,,1260,Tue Nov 08 2016 18:15:08 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,qfOVFUW4gU,Tue Nov 08 2016 18:15:08 GMT-0600 (Central Standard Time),72aC65hDVy,
HFwTPh0Gp3_in,2016,F_Q-kkiIVdQ,null,,1260,Tue Nov 08 2016 18:15:08 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,KyYNOHhaX9,Tue Nov 08 2016 18:15:08 GMT-0600 (Central Standard Time),72aC65hDVy,
pe5g4jnlQo_out,2016,F_Q-kkiIVdQ,null,,1260,Tue Nov 08 2016 18:15:06 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,kfvNmbHjTI,Tue Nov 08 2016 18:15:06 GMT-0600 (Central Standard Time),72aC65hDVy,
pe5g4jnlQo_in,2016,F_Q-kkiIVdQ,null,,1260,Tue Nov 08 2016 18:15:06 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,HCUHlfP7mQ,Tue Nov 08 2016 18:15:06 GMT-0600 (Central Standard Time),72aC65hDVy,
HHky6kB2bv,2016,F_Q-kkiIVdQ,null,,1266,Tue Nov 08 2016 18:17:07 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Tue Nov 08 2016 18:17:07 GMT-0600 (Central Standard Time),72aC65hDVy,
KYOEzG9NtQ,2016,F_Q-kkiIVdQ,null,,1284,Tue Nov 08 2016 18:17:34 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:17:34 GMT-0600 (Central Standard Time),W06rDSVYXw,
gGKNcM7Mv7,2016,F_Q-kkiIVdQ,null,,1284,Tue Nov 08 2016 18:17:34 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,zZn43rvZlb,Tue Nov 08 2016 18:17:34 GMT-0600 (Central Standard Time),72aC65hDVy,
UiOVH5z0SJ,2016,F_Q-kkiIVdQ,null,,1315,Tue Nov 08 2016 18:17:57 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:17:57 GMT-0600 (Central Standard Time),W06rDSVYXw,
p6fW2aF896,2016,F_Q-kkiIVdQ,null,,1315,Tue Nov 08 2016 18:17:57 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:17:57 GMT-0600 (Central Standard Time),W06rDSVYXw,
WbHLlsZt2b,2016,F_Q-kkiIVdQ,null,,1328,Tue Nov 08 2016 18:18:25 GMT-0600 (Central Standard Time),nwlMkrbCJ9,shot,,zZn43rvZlb,Tue Nov 08 2016 18:18:25 GMT-0600 (Central Standard Time),72aC65hDVy,
9tCZKck2Mp,2016,F_Q-kkiIVdQ,null,,1329,Tue Nov 08 2016 18:18:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:18:32 GMT-0600 (Central Standard Time),W06rDSVYXw,
h3JSkoyYCp,2016,F_Q-kkiIVdQ,null,,1329,Tue Nov 08 2016 18:18:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,LOm1LOSK9B,Tue Nov 08 2016 18:18:32 GMT-0600 (Central Standard Time),72aC65hDVy,
MYiMD3fFcc,2016,F_Q-kkiIVdQ,null,,1393,Tue Nov 08 2016 18:19:40 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,RY9uvxgIjJ,Tue Nov 08 2016 18:19:40 GMT-0600 (Central Standard Time),72aC65hDVy,
EiRKZVxOFW_out,2016,F_Q-kkiIVdQ,null,,1434,Tue Nov 08 2016 18:43:04 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,KyYNOHhaX9,Tue Nov 08 2016 18:43:04 GMT-0600 (Central Standard Time),72aC65hDVy,
EiRKZVxOFW_in,2016,F_Q-kkiIVdQ,null,,1434,Tue Nov 08 2016 18:43:04 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,qfOVFUW4gU,Tue Nov 08 2016 18:43:04 GMT-0600 (Central Standard Time),72aC65hDVy,
9nDAQ3ITuh,2016,F_Q-kkiIVdQ,null,,1443,Tue Nov 08 2016 18:20:35 GMT-0600 (Central Standard Time),nwlMkrbCJ9,shot,,LOm1LOSK9B,Tue Nov 08 2016 18:20:35 GMT-0600 (Central Standard Time),72aC65hDVy,
ea1wBFGiKF,2016,F_Q-kkiIVdQ,null,,1460,Tue Nov 08 2016 18:21:03 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,zZn43rvZlb,Tue Nov 08 2016 18:21:03 GMT-0600 (Central Standard Time),72aC65hDVy,
czkC2izBUv_out,2016,F_Q-kkiIVdQ,null,,1479,Tue Nov 08 2016 18:32:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,zZn43rvZlb,Tue Nov 08 2016 18:32:59 GMT-0600 (Central Standard Time),72aC65hDVy,
czkC2izBUv_in,2016,F_Q-kkiIVdQ,null,,1479,Tue Nov 08 2016 18:32:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,yJNLpStfbI,Tue Nov 08 2016 18:32:59 GMT-0600 (Central Standard Time),72aC65hDVy,
EtboQhV7LV,2016,F_Q-kkiIVdQ,null,,1492,Tue Nov 08 2016 18:33:09 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:33:09 GMT-0600 (Central Standard Time),W06rDSVYXw,
Pga4Bk1bVp,2016,F_Q-kkiIVdQ,null,,1492,Tue Nov 08 2016 18:33:09 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:33:09 GMT-0600 (Central Standard Time),W06rDSVYXw,
0KLlSI9uOx,2016,F_Q-kkiIVdQ,null,,1502,Tue Nov 08 2016 18:33:43 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,0VOQW5HECu,Tue Nov 08 2016 18:33:43 GMT-0600 (Central Standard Time),72aC65hDVy,
66fOOFQExo,2016,F_Q-kkiIVdQ,null,,1502,Tue Nov 08 2016 18:33:43 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:33:43 GMT-0600 (Central Standard Time),W06rDSVYXw,
QJ7Zlz9FJj,2016,F_Q-kkiIVdQ,null,,1506,Tue Nov 08 2016 18:33:54 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gamePause,,,Tue Nov 08 2016 18:33:54 GMT-0600 (Central Standard Time),,
feAOFi5Mun,2016,F_Q-kkiIVdQ,null,,1506,Tue Nov 08 2016 18:33:54 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gamePause,,,Tue Nov 08 2016 18:33:54 GMT-0600 (Central Standard Time),,
4zsBUdOA2m,2016,F_Q-kkiIVdQ,null,,1552,Tue Nov 08 2016 18:34:02 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gameStart,,,Tue Nov 08 2016 18:34:02 GMT-0600 (Central Standard Time),,
nbQ6B3JPKc,2016,F_Q-kkiIVdQ,null,,1552,Tue Nov 08 2016 18:34:02 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gameStart,,,Tue Nov 08 2016 18:34:02 GMT-0600 (Central Standard Time),,
18Lc5xsm2s,2016,F_Q-kkiIVdQ,null,,1626,Tue Nov 08 2016 18:35:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,shot,,LOm1LOSK9B,Tue Nov 08 2016 18:35:32 GMT-0600 (Central Standard Time),72aC65hDVy,
SLnAd1jKdN,2016,F_Q-kkiIVdQ,null,,1686,Tue Nov 08 2016 18:36:49 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gamePause,,,Tue Nov 08 2016 18:36:49 GMT-0600 (Central Standard Time),,
neCHciMtBA,2016,F_Q-kkiIVdQ,null,,1686,Tue Nov 08 2016 18:36:49 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gamePause,,,Tue Nov 08 2016 18:36:49 GMT-0600 (Central Standard Time),,
5zM6ZdhGej,2016,F_Q-kkiIVdQ,null,,1705,Tue Nov 08 2016 18:36:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gameStart,,,Tue Nov 08 2016 18:36:59 GMT-0600 (Central Standard Time),,
LkPkCpqoei,2016,F_Q-kkiIVdQ,null,,1705,Tue Nov 08 2016 18:36:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gameStart,,,Tue Nov 08 2016 18:36:59 GMT-0600 (Central Standard Time),,
ZPPgT1yuyy,2016,F_Q-kkiIVdQ,null,,1745,Tue Nov 08 2016 18:37:41 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,0VOQW5HECu,Tue Nov 08 2016 18:37:41 GMT-0600 (Central Standard Time),72aC65hDVy,
13BGThkF41,2016,F_Q-kkiIVdQ,null,,1771,Tue Nov 08 2016 18:38:00 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:38:00 GMT-0600 (Central Standard Time),W06rDSVYXw,
ippIY5zttV,2016,F_Q-kkiIVdQ,null,,1771,Tue Nov 08 2016 18:38:00 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Tue Nov 08 2016 18:38:00 GMT-0600 (Central Standard Time),W06rDSVYXw,
Yc9SKmBm0d_out,2016,F_Q-kkiIVdQ,null,,1780,Tue Nov 08 2016 18:39:03 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,LOm1LOSK9B,Tue Nov 08 2016 18:39:03 GMT-0600 (Central Standard Time),72aC65hDVy,
Yc9SKmBm0d_in,2016,F_Q-kkiIVdQ,null,,1780,Tue Nov 08 2016 18:39:03 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,zZn43rvZlb,Tue Nov 08 2016 18:39:03 GMT-0600 (Central Standard Time),72aC65hDVy,
4bETMAAYUC,2016,F_Q-kkiIVdQ,null,,1809,Tue Nov 08 2016 18:39:30 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,RY9uvxgIjJ,Tue Nov 08 2016 18:39:30 GMT-0600 (Central Standard Time),72aC65hDVy,
4fgIi2aeb4,2016,F_Q-kkiIVdQ,null,,1841,Tue Nov 08 2016 18:40:10 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,,Tue Nov 08 2016 18:40:10 GMT-0600 (Central Standard Time),W06rDSVYXw,
YoRyJU2MmQ_out,2016,F_Q-kkiIVdQ,null,,1859,Tue Nov 08 2016 18:40:58 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,WhkylFmkr7,Tue Nov 08 2016 18:40:58 GMT-0600 (Central Standard Time),72aC65hDVy,
YoRyJU2MmQ_in,2016,F_Q-kkiIVdQ,null,,1859,Tue Nov 08 2016 18:40:58 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,sUTzyAdtFA,Tue Nov 08 2016 18:40:58 GMT-0600 (Central Standard Time),72aC65hDVy,
grYb2nEVTy,2016,F_Q-kkiIVdQ,null,,1859,Tue Nov 08 2016 18:40:25 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,0VOQW5HECu,Tue Nov 08 2016 18:40:25 GMT-0600 (Central Standard Time),72aC65hDVy,
J6SUjvDZqk,2016,F_Q-kkiIVdQ,null,,1888,Tue Nov 08 2016 18:44:22 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Tue Nov 08 2016 18:44:22 GMT-0600 (Central Standard Time),W06rDSVYXw,
rt9nLFSNpa,2016,F_Q-kkiIVdQ,null,,1892,Tue Nov 08 2016 18:41:16 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Tue Nov 08 2016 18:41:16 GMT-0600 (Central Standard Time),W06rDSVYXw,
bAHqSfzXxn,2016,F_Q-kkiIVdQ,null,,1896,Tue Nov 08 2016 18:41:29 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,,Tue Nov 08 2016 18:41:29 GMT-0600 (Central Standard Time),W06rDSVYXw,
UEp6k2doKH_out,2016,F_Q-kkiIVdQ,null,,1923,Tue Nov 08 2016 18:43:45 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,qfOVFUW4gU,Tue Nov 08 2016 18:43:45 GMT-0600 (Central Standard Time),72aC65hDVy,
UEp6k2doKH_in,2016,F_Q-kkiIVdQ,null,,1923,Tue Nov 08 2016 18:43:45 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,e3qR7cHiUt,Tue Nov 08 2016 18:43:45 GMT-0600 (Central Standard Time),72aC65hDVy,
0E3ndi3cew_out,2016,F_Q-kkiIVdQ,null,,1937,Tue Nov 08 2016 18:45:48 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,sUTzyAdtFA,Tue Nov 08 2016 18:45:48 GMT-0600 (Central Standard Time),72aC65hDVy,
0E3ndi3cew_in,2016,F_Q-kkiIVdQ,null,,1937,Tue Nov 08 2016 18:45:48 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,jtCdq2EWML,Tue Nov 08 2016 18:45:48 GMT-0600 (Central Standard Time),72aC65hDVy,
enWulEE15c_out,2016,F_Q-kkiIVdQ,null,,1958,Tue Nov 08 2016 18:46:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,HCUHlfP7mQ,Tue Nov 08 2016 18:46:32 GMT-0600 (Central Standard Time),72aC65hDVy,
enWulEE15c_in,2016,F_Q-kkiIVdQ,null,,1958,Tue Nov 08 2016 18:46:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,VPjtzA2rCb,Tue Nov 08 2016 18:46:32 GMT-0600 (Central Standard Time),72aC65hDVy,
nwiXc9zN0M,2016,F_Q-kkiIVdQ,null,,1972,Tue Nov 08 2016 18:46:03 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,,Tue Nov 08 2016 18:46:03 GMT-0600 (Central Standard Time),W06rDSVYXw,
1DMxOQxJZW_out,2016,F_Q-kkiIVdQ,null,,1984,Tue Nov 08 2016 18:47:08 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,RY9uvxgIjJ,Tue Nov 08 2016 18:47:08 GMT-0600 (Central Standard Time),72aC65hDVy,
1DMxOQxJZW_in,2016,F_Q-kkiIVdQ,null,,1984,Tue Nov 08 2016 18:47:08 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,IzRiCkJapn,Tue Nov 08 2016 18:47:08 GMT-0600 (Central Standard Time),72aC65hDVy,
