objectId,fall_year,vid_id,ACL,bludger_count,time,updatedAt,author_id,stat_name,player_in_id,player_id,createdAt,team_id
1QmPxC3AGk,2017,UduPUwNkXKU,null,,1027,Wed Jan 31 2018 13:00:13 GMT-0600 (Central Standard Time),PnUcE7oTGf,AWAY_GOAL,,,Wed Jan 31 2018 13:00:13 GMT-0600 (Central Standard Time),ZONaVCJXMP
1eHVNKZ3el,2017,UduPUwNkXKU,null,,2396,Wed Feb 07 2018 20:32:08 GMT-0600 (Central Standard Time),PnUcE7oTGf,GOAL,,mrNtl0DtIC,Wed Feb 07 2018 20:32:08 GMT-0600 (Central Standard Time),ZONaVCJXMP
1v8GG3OjEO,2017,UduPUwNkXKU,null,,2791,Wed Feb 07 2018 20:56:44 GMT-0600 (Central Standard Time),PnUcE7oTGf,LOSE_CONTROL,,,Wed Feb 07 2018 20:56:44 GMT-0600 (Central Standard Time),ZONaVCJXMP
2IOv6RVoTZ,2017,UduPUwNkXKU,null,,2513,Wed Feb 07 2018 20:44:02 GMT-0600 (Central Standard Time),PnUcE7oTGf,GAIN_CONTROL,,,Wed Feb 07 2018 20:44:02 GMT-0600 (Central Standard Time),0eHM4yAUtR
2P0OvHYgJE,2017,UduPUwNkXKU,null,,2351,Wed Feb 07 2018 20:25:46 GMT-0600 (Central Standard Time),PnUcE7oTGf,ASSIST,,0kBR9KgDGS,Wed Feb 07 2018 20:25:46 GMT-0600 (Central Standard Time),ZONaVCJXMP
2ZeEeDYCEf,2017,UduPUwNkXKU,null,,1753,Wed Jan 31 2018 16:58:32 GMT-0600 (Central Standard Time),PnUcE7oTGf,TURNOVER,,pPsyr6tcke,Wed Jan 31 2018 16:58:32 GMT-0600 (Central Standard Time),ZONaVCJXMP
2al4XVzxAo,2017,UduPUwNkXKU,null,2,854,Wed Jan 31 2018 12:56:07 GMT-0600 (Central Standard Time),PnUcE7oTGf,OFFENSE,,,Wed Jan 31 2018 12:56:07 GMT-0600 (Central Standard Time),ZONaVCJXMP
2iCn5OPEiL,2017,UduPUwNkXKU,null,1,352,Wed Jan 31 2018 12:43:46 GMT-0600 (Central Standard Time),PnUcE7oTGf,DEFENSE,,,Wed Jan 31 2018 12:43:46 GMT-0600 (Central Standard Time),0eHM4yAUtR
2nVGeqeru3,2017,UduPUwNkXKU,null,0,827,Wed Jan 31 2018 12:55:17 GMT-0600 (Central Standard Time),PnUcE7oTGf,OFFENSE,,,Wed Jan 31 2018 12:55:17 GMT-0600 (Central Standard Time),ZONaVCJXMP
2p8oYQSkfU,2017,UduPUwNkXKU,null,,2382,Wed Feb 07 2018 20:31:46 GMT-0600 (Central Standard Time),PnUcE7oTGf,TAKEAWAY,,21qrrjSuuO,Wed Feb 07 2018 20:31:46 GMT-0600 (Central Standard Time),ZONaVCJXMP
